family,site,feature,value_index,value_label,family_freq_prob,mps_prob,disparity
dos,3,flag,3,RSTR,0.07160097,0.00214389,1.42328847
dos,3,flag,4,S0,0.23799946,0.00538261,1.42328847
dos,3,flag,5,S1,0.00013408,0.00650897,1.42328847
dos,3,flag,6,S2,0.00080451,0.00207469,1.42328847
dos,3,flag,7,S3,0.03231429,0.00081705,1.42328847
dos,3,flag,8,SF,0.23679271,0.94064572,1.42328847
dos,3,flag,9,SH,0.00000000,0.00003246,1.42328847
dos,3,flag,10,UNKNOWN,0.00000000,0.00000000,1.42328847
dos,4,src_bytes,0,[-inf;129),0.75261464,0.25267733,0.99987461
dos,4,src_bytes,1,[129;233),0.00000000,0.25069135,0.99987461
dos,4,src_bytes,2,[233;324),0.00000000,0.24905160,0.99987461
dos,4,src_bytes,3,[324;+inf),0.24738536,0.24757972,0.99987461
dos,5,dst_bytes,0,[-inf;105),0.91217485,0.26871615,1.28691739
dos,5,dst_bytes,1,[105;379),0.03968892,0.23333300,1.28691739
dos,5,dst_bytes,2,[379;2.06e+03),0.00026817,0.24460505,1.28691739
dos,5,dst_bytes,3,[2.06e+03;+inf),0.04786806,0.25334580,1.28691739
dos,6,land,0,0 (normal),0.99906141,0.99992877,0.00173472
dos,6,land,1,different,0.00093859,0.00007123,0.00173472
dos,7,wrong_fragment,0,0 (normal),0.99356396,1.00000000,0.01287208
dos,7,wrong_fragment,1,different,0.00643604,0.00000000,0.01287208
dos,8,urgent,0,0 (normal),1.00000000,0.99984869,0.00030262
dos,8,urgent,1,different,0.00000000,0.00015131,0.00030262
dos,9,hot,0,0 (normal),0.95266828,0.98312136,0.06090616
dos,9,hot,1,different,0.04733172,0.01687864,0.06090616
dos,10,num_failed_logins,0,0 (normal),1.00000000,0.99881718,0.00236564
dos,10,num_failed_logins,1,different,0.00000000,0.00118282,0.00236564
dos,11,logged_in,0,0,0.84674175,0.28872042,1.11604266
dos,11,logged_in,1,1,0.15325825,0.71127958,1.11604266
dos,11,logged_in,2,OTHER,0.00000000,0.00000000,1.11604266
dos,12,num_compromised,0,0 (normal),0.95776348,0.99341555,0.07130414
dos,12,num_compromised,1,different,0.04223652,0.00658445,0.07130414
dos,13,root_shell,0,0 (normal),1.00000000,0.99764278,0.00471443
dos,13,root_shell,1,different,0.00000000,0.00235722,0.00471443
dos,14,su_attempted,0,0 (normal),1.00000000,0.99848921,0.00302158
dos,14,su_attempted,1,different,0.00000000,0.00151079,0.00302158
dos,15,num_root,0,0 (normal),1.00000000,0.99078568,0.01842864
dos,15,num_root,1,different,0.00000000,0.00921432,0.01842864
dos,16,num_file_creations,0,0 (normal),1.00000000,0.99618878,0.00762244
dos,16,num_file_creations,1,different,0.00000000,0.00381122,0.00762244
dos,17,num_shells,0,0 (normal),1.00000000,0.99958666,0.00082668
dos,17,num_shells,1,different,0.00000000,0.00041334,0.00082668
dos,18,num_access_files,0,0 (normal),1.00000000,0.99435119,0.01129763
dos,18,num_access_files,1,different,0.00000000,0.00564881,0.01129763
dos,19,is_host_login,0,0 (normal),1.00000000,0.99999422,0.00001157
dos,19,is_host_login,1,different,0.00000000,0.00000578,0.00001157
dos,20,is_guest_login,0,0 (normal),1.00000000,0.98839918,0.02320165
dos,20,is_guest_login,1,different,0.00000000,0.01160082,0.02320165
dos,21,count,0,[-inf;1),0.09949048,0.31254287,1.09723104
dos,21,count,1,[1;4),0.07897560,0.20974292,1.09723104
dos,21,count,2,[4;14),0.04250469,0.24730050,1.09723104
dos,21,count,3,[14;+inf),0.77902923,0.23041371,1.09723104
dos,22,srv_count,0,[-inf;2),0.18557254,0.37283893,0.37903652
dos,22,srv_count,1,[2;5),0.15164924,0.13670224,0.37903652
dos,22,srv_count,2,[5;18),0.42853312,0.25396186,0.37903652
dos,22,srv_count,3,[18;+inf),0.23424511,0.23649698,0.37903652
dos,23,serror_rate,0,0 (normal),0.67752749,0.96456147,0.57406796
dos,23,serror_rate,1,different,0.32247251,0.03543853,0.57406796
dos,24,srv_serror_rate,0,0 (normal),0.69241083,0.96283880,0.54085594
dos,24,srv_serror_rate,1,different,0.30758917,0.03716120,0.54085594
dos,25,rerror_rate,0,0 (normal),0.47304907,0.95346046,0.96082277
dos,25,rerror_rate,1,different,0.52695093,0.04653954,0.96082277
dos,26,srv_rerror_rate,0,[-inf;0),0.48243497,0.94736997,0.92987001
dos,26,srv_rerror_rate,1,[0;+inf),0.51756503,0.05263003,0.92987001
dos,27,same_srv_rate,0,[-inf;1),1.00000000,1.00000000,0.00000000
dos,27,same_srv_rate,1,[1;+inf),0.00000000,0.00000000,0.00000000
dos,28,diff_srv_rate,0,[-inf;0),0.37691070,0.93273452,1.11164764
dos,28,diff_srv_rate,1,[0;+inf),0.62308930,0.06726548,1.11164764
dos,29,srv_diff_host_rate,0,[-inf;0.11),0.97318316,0.75084988,0.44466655
dos,29,srv_diff_host_rate,1,[0.11;+inf),0.02681684,0.24915012,0.44466655
dos,30,dst_host_count,0,[-inf;40),0.00911773,0.25004872,0.95444609
dos,30,dst_host_count,1,[40;156),0.01086082,0.24715288,0.95444609
dos,30,dst_host_count,2,[156;+inf),0.98002145,0.50279841,0.95444609
dos,31,dst_host_srv_count,0,[-inf;121),0.68865648,0.25374521,0.86982254
dos,31,dst_host_srv_count,1,[121;+inf),0.31134352,0.74625479,0.86982254
dos,32,dst_host_same_srv_rate,0,[-inf;0.75),0.72378654,0.25520847,0.93715614
dos,32,dst_host_same_srv_rate,1,[0.75;+inf),0.27621346,0.74479153,0.93715614
dos,33,dst_host_diff_srv_rate,0,[-inf;0.02),0.28305176,0.78171840,0.99733329
dos,33,dst_host_diff_srv_rate,1,[0.02;+inf),0.71694824,0.21828160,0.99733329
dos,34,dst_host_same_src_port_rate,0,[-inf;0.01),0.89742558,0.55503900,0.68477316
dos,34,dst_host_same_src_port_rate,1,[0.01;0.08),0.00724055,0.20802739,0.68477316
dos,34,dst_host_same_src_port_rate,2,[0.08;+inf),0.09533387,0.23693361,0.68477316
dos,35,dst_host_srv_diff_host_rate,0,[-inf;0.03),0.99530705,0.79565220,0.39930970
dos,35,dst_host_srv_diff_host_rate,1,[0.03;+inf),0.00469295,0.20434780,0.39930970
dos,36,dst_host_serror_rate,0,[-inf;0),0.61061947,0.91052463,0.59981032
dos,36,dst_host_serror_rate,1,[0;+inf),0.38938053,0.08947537,0.59981032
dos,37,dst_host_srv_serror_rate,0,[-inf;0),0.62845267,0.91876830,0.58063126
dos,37,dst_host_srv_serror_rate,1,[0;+inf),0.37154733,0.08123170,0.58063126
dos,38,dst_host_rerror_rate,0,[-inf;0),0.27621346,0.89480485,1.23718277
dos,38,dst_host_rerror_rate,1,[0;+inf),0.72378654,0.10519515,1.23718277
dos,39,dst_host_srv_rerror_rate,0,[-inf;0),0.35492089,0.91252278,1.11520378
dos,39,dst_host_srv_rerror_rate,1,[0;+inf),0.64507911,0.08747722,1.11520378
normal,0,duration,0,[-inf;0),0.95695603,0.87968817,0.15453571
normal,0,duration,1,[0;+inf),0.04304397,0.12031183,0.15453571
normal,1,protocol_type,0,icmp,0.00957677,0.02006055,0.02410630
normal,1,protocol_type,1,tcp,0.80753784,0.79548469,0.02410630
normal,1,protocol_type,2,udp,0.18288539,0.18445475,0.02410630
normal,1,protocol_type,3,UNKNOWN,0.00000000,0.00000000,0.02410630
normal,2,service,0,IRC,0.00102976,0.00285048,0.40166921
normal,2,service,1,X11,0.00041190,0.00121278,0.40166921
normal,2,service,2,auth,0.00195654,0.00348522,0.40166921
normal,2,service,3,domain,0.00000000,0.00050482,0.40166921
normal,2,service,4,domain_u,0.09185460,0.13368841,0.40166921
normal,2,service,5,eco_i,0.00267738,0.00776221,0.40166921
normal,2,service,6,ecr_i,0.00494285,0.00294903,0.40166921
normal,2,service,7,finger,0.00483987,0.00886950,0.40166921
normal,2,service,8,ftp,0.00494285,0.01233381,0.40166921
normal,2,service,9,ftp_data,0.03295232,0.07481969,0.40166921
normal,2,service,10,http,0.68715889,0.56039381,0.40166921
normal,2,service,11,imap4,0.00000000,0.00005566,0.40166921
normal,2,service,12,ntp_u,0.00102976,0.00225708,0.40166921
normal,2,service,13,other,0.00669344,0.03800251,0.40166921
normal,2,service,14,pop_3,0.00082381,0.00288154,0.40166921
normal,2,service,15,private,0.08773556,0.01594998,0.40166921
normal,2,service,16,red_i,0.00000000,0.00011395,0.40166921
normal,2,service,17,shell,0.00000000,0.00005846,0.40166921
normal,2,service,18,smtp,0.06363917,0.10553244,0.40166921
normal,2,service,19,ssh,0.00000000,0.00005053,0.40166921
normal,2,service,20,telnet,0.00453094,0.01555518,0.40166921
normal,2,service,21,tftp_u,0.00010298,0.00006926,0.40166921
normal,2,service,22,tim_i,0.00010298,0.00005252,0.40166921
normal,2,service,23,time,0.00051488,0.00136827,0.40166921
normal,2,service,24,urh_i,0.00000000,0.00009176,0.40166921
normal,2,service,25,urp_i,0.00185357,0.00909109,0.40166921
normal,2,service,26,UNKNOWN,0.00020595,0.00000000,0.40166921
normal,3,flag,0,OTH,0.00000000,0.00011370,0.10226962
normal,3,flag,1,REJ,0.00350118,0.03901132,0.10226962
normal,3,flag,2,RSTO,0.00020595,0.00326960,0.10226962
normal,3,flag,3,RSTR,0.00453094,0.00214389,0.10226962
normal,3,flag,4,S0,0.00000000,0.00538261,0.10226962
normal,3,flag,5,S1,0.00113274,0.00650897,0.10226962
normal,3,flag,6,S2,0.00082381,0.00207469,0.10226962
normal,3,flag,7,S3,0.00041190,0.00081705,0.10226962
normal,3,flag,8,SF,0.98929050,0.94064572,0.10226962
normal,3,flag,9,SH,0.00000000,0.00003246,0.10226962
normal,3,flag,10,UNKNOWN,0.00010298,0.00000000,0.10226962
normal,4,src_bytes,0,[-inf;129),0.21820616,0.25267733,0.21274765
normal,4,src_bytes,1,[129;233),0.26825250,0.25069135,0.21274765
normal,4,src_bytes,2,[233;324),0.33786428,0.24905160,0.21274765
normal,4,src_bytes,3,[324;+inf),0.17567707,0.24757972,0.21274765
normal,5,dst_bytes,0,[-inf;105),0.20327464,0.26871615,0.21159495
normal,5,dst_bytes,1,[105;379),0.19297704,0.23333300,0.21159495
normal,5,dst_bytes,2,[379;2.06e+03),0.29966018,0.24460505,0.21159495
normal,5,dst_bytes,3,[2.06e+03;+inf),0.30408815,0.25334580,0.21159495
normal,6,land,0,0 (normal),1.00000000,0.99992877,0.00014246
normal,6,land,1,different,0.00000000,0.00007123,0.00014246
normal,7,wrong_fragment,0,0 (normal),0.99464525,1.00000000,0.01070950
normal,7,wrong_fragment,1,different,0.00535475,0.00000000,0.01070950
normal,8,urgent,0,0 (normal),1.00000000,0.99984869,0.00030262
normal,8,urgent,1,different,0.00000000,0.00015131,0.00030262
normal,9,hot,0,0 (normal),0.99299763,0.98312136,0.01975255
normal,9,hot,1,different,0.00700237,0.01687864,0.01975255
normal,10,num_failed_logins,0,0 (normal),0.99948512,0.99881718,0.00133588
normal,10,num_failed_logins,1,different,0.00051488,0.00118282,0.00133588
normal,11,logged_in,0,0,0.24312635,0.28872042,0.09118814
normal,11,logged_in,1,1,0.75687365,0.71127958,0.09118814
normal,11,logged_in,2,OTHER,0.00000000,0.00000000,0.09118814
normal,12,num_compromised,0,0 (normal),0.99814643,0.99341555,0.00946177
normal,12,num_compromised,1,different,0.00185357,0.00658445,0.00946177
normal,13,root_shell,0,0 (normal),0.99814643,0.99764278,0.00100730
normal,13,root_shell,1,different,0.00185357,0.00235722,0.00100730
normal,14,su_attempted,0,0 (normal),0.99969107,0.99848921,0.00240373
normal,14,su_attempted,1,different,0.00030893,0.00151079,0.00240373
normal,15,num_root,0,0 (normal),0.99927917,0.99078568,0.01698698
normal,15,num_root,1,different,0.00072083,0.00921432,0.01698698
normal,16,num_file_creations,0,0 (normal),0.99938214,0.99618878,0.00638673
normal,16,num_file_creations,1,different,0.00061786,0.00381122,0.00638673
normal,17,num_shells,0,0 (normal),1.00000000,0.99958666,0.00082668
normal,17,num_shells,1,different,0.00000000,0.00041334,0.00082668
normal,18,num_access_files,0,0 (normal),0.99464525,0.99435119,0.00058812
normal,18,num_access_files,1,different,0.00535475,0.00564881,0.00058812
normal,19,is_host_login,0,0 (normal),1.00000000,0.99999422,0.00001157
normal,19,is_host_login,1,different,0.00000000,0.00000578,0.00001157
normal,20,is_guest_login,0,0 (normal),0.99546906,0.98839918,0.01413976
normal,20,is_guest_login,1,different,0.00453094,0.01160082,0.01413976
normal,21,count,0,[-inf;1),0.21449902,0.31254287,0.19608770
normal,21,count,1,[1;4),0.21686747,0.20974292,0.19608770
normal,21,count,2,[4;14),0.29059829,0.24730050,0.19608770
normal,21,count,3,[14;+inf),0.27803522,0.23041371,0.19608770
normal,22,srv_count,0,[-inf;2),0.23221089,0.37283893,0.28125606
normal,22,srv_count,1,[2;5),0.16651220,0.13670224,0.28125606
normal,22,srv_count,2,[5;18),0.32540418,0.25396186,0.28125606
normal,22,srv_count,3,[18;+inf),0.27587272,0.23649698,0.28125606
normal,23,serror_rate,0,0 (normal),0.99021728,0.96456147,0.05131162
normal,23,serror_rate,1,different,0.00978272,0.03543853,0.05131162
normal,24,srv_serror_rate,0,0 (normal),0.98764288,0.96283880,0.04960815
normal,24,srv_serror_rate,1,different,0.01235712,0.03716120,0.04960815
normal,25,rerror_rate,0,0 (normal),0.99135002,0.95346046,0.07577911
normal,25,rerror_rate,1,different,0.00864998,0.04653954,0.07577911
normal,26,srv_rerror_rate,0,[-inf;0),0.98990835,0.94736997,0.08507675
normal,26,srv_rerror_rate,1,[0;+inf),0.01009165,0.05263003,0.08507675
normal,27,same_srv_rate,0,[-inf;1),1.00000000,1.00000000,0.00000000
normal,27,same_srv_rate,1,[1;+inf),0.00000000,0.00000000,0.00000000
normal,28,diff_srv_rate,0,[-inf;0),0.96416435,0.93273452,0.06285966
normal,28,diff_srv_rate,1,[0;+inf),0.03583565,0.06726548,0.06285966
normal,29,srv_diff_host_rate,0,[-inf;0.11),0.72227371,0.75084988,0.05715235
normal,29,srv_diff_host_rate,1,[0.11;+inf),0.27772629,0.24915012,0.05715235
normal,30,dst_host_count,0,[-inf;40),0.23303470,0.25004872,0.06988459
normal,30,dst_host_count,1,[40;156),0.22922459,0.24715288,0.06988459
normal,30,dst_host_count,2,[156;+inf),0.53774071,0.50279841,0.06988459
normal,31,dst_host_srv_count,0,[-inf;121),0.14056225,0.25374521,0.22636591
normal,31,dst_host_srv_count,1,[121;+inf),0.85943775,0.74625479,0.22636591
normal,32,dst_host_same_srv_rate,0,[-inf;0.75),0.13644321,0.25520847,0.23753052
normal,32,dst_host_same_srv_rate,1,[0.75;+inf),0.86355679,0.74479153,0.23753052
normal,33,dst_host_diff_srv_rate,0,[-inf;0.02),0.87406034,0.78171840,0.18468389
normal,33,dst_host_diff_srv_rate,1,[0.02;+inf),0.12593966,0.21828160,0.18468389
normal,34,dst_host_same_src_port_rate,0,[-inf;0.01),0.57666564,0.55503900,0.04816442
normal,34,dst_host_same_src_port_rate,1,[0.01;0.08),0.21048296,0.20802739,0.04816442
normal,34,dst_host_same_src_port_rate,2,[0.08;+inf),0.21285141,0.23693361,0.04816442
normal,35,dst_host_srv_diff_host_rate,0,[-inf;0.03),0.81639378,0.79565220,0.04148316
normal,35,dst_host_srv_diff_host_rate,1,[0.03;+inf),0.18360622,0.20434780,0.04148316
normal,36,dst_host_serror_rate,0,[-inf;0),0.95263104,0.91052463,0.08421282
normal,36,dst_host_serror_rate,1,[0;+inf),0.04736896,0.08947537,0.08421282
normal,37,dst_host_srv_serror_rate,0,[-inf;0),0.96962208,0.91876830,0.10170756
normal,37,dst_host_srv_serror_rate,1,[0;+inf),0.03037792,0.08123170,0.10170756
normal,38,dst_host_rerror_rate,0,[-inf;0),0.92359180,0.89480485,0.05757391
normal,38,dst_host_rerror_rate,1,[0;+inf),0.07640820,0.10519515,0.05757391
normal,39,dst_host_srv_rerror_rate,0,[-inf;0),0.96797446,0.91252278,0.11090336
normal,39,dst_host_srv_rerror_rate,1,[0;+inf),0.03202554,0.08747722,0.11090336
probe,0,duration,0,[-inf;0),0.89095415,0.87968817,0.02253195
probe,0,duration,1,[0;+inf),0.10904585,0.12031183,0.02253195
probe,1,protocol_type,0,icmp,0.09913259,0.02006055,0.15814407
probe,1,protocol_type,1,tcp,0.76992978,0.79548469,0.15814407
probe,1,protocol_type,2,udp,0.13093763,0.18445475,0.15814407
probe,1,protocol_type,3,UNKNOWN,0.00000000,0.00000000,0.15814407
probe,2,service,0,IRC,0.00082610,0.00285048,1.81964241
probe,2,service,1,X11,0.00041305,0.00121278,1.81964241
probe,2,service,2,auth,0.00000000,0.00348522,1.81964241
probe,2,service,3,domain,0.00041305,0.00050482,1.81964241
probe,2,service,4,domain_u,0.00082610,0.13368841,1.81964241
probe,2,service,5,eco_i,0.09748038,0.00776221,1.81964241
probe,2,service,6,ecr_i,0.00123916,0.00294903,1.81964241
probe,2,service,7,finger,0.00206526,0.00886950,1.81964241
probe,2,service,8,ftp,0.00082610,0.01233381,1.81964241
probe,2,service,9,ftp_data,0.00041305,0.07481969,1.81964241
probe,2,service,10,http,0.00123916,0.56039381,1.81964241
probe,2,service,11,imap4,0.11069806,0.00005566,1.81964241
probe,2,service,12,ntp_u,0.00000000,0.00225708,1.81964241
probe,2,service,13,other,0.25485337,0.03800251,1.81964241
probe,2,service,14,pop_3,0.10408922,0.00288154,1.81964241
probe,2,service,15,private,0.21396117,0.01594998,1.81964241
probe,2,service,16,red_i,0.00000000,0.00011395,1.81964241
probe,2,service,17,shell,0.00041305,0.00005846,1.81964241
probe,2,service,18,smtp,0.00082610,0.10553244,1.81964241
probe,2,service,19,ssh,0.00000000,0.00005053,1.81964241
probe,2,service,20,telnet,0.13630731,0.01555518,1.81964241
probe,2,service,21,tftp_u,0.00000000,0.00006926,1.81964241
probe,2,service,22,tim_i,0.00000000,0.00005252,1.81964241
probe,2,service,23,time,0.00041305,0.00136827,1.81964241
probe,2,service,24,urh_i,0.00000000,0.00009176,1.81964241
probe,2,service,25,urp_i,0.00041305,0.00909109,1.81964241
probe,2,service,26,UNKNOWN,0.07228418,0.00000000,1.81964241
probe,3,flag,0,OTH,0.00165221,0.00011370,1.31686278
probe,3,flag,1,REJ,0.38950847,0.03901132,1.31686278
probe,3,flag,2,RSTO,0.15241636,0.00326960,1.31686278
probe,3,flag,3,RSTR,0.03593556,0.00214389,1.31686278
probe,3,flag,4,S0,0.09830648,0.00538261,1.31686278
probe,3,flag,5,S1,0.00165221,0.00650897,1.31686278
probe,3,flag,6,S2,0.00041305,0.00207469,1.31686278
probe,3,flag,7,S3,0.00000000,0.00081705,1.31686278
probe,3,flag,8,SF,0.28954977,0.94064572,1.31686278
probe,3,flag,9,SH,0.03015283,0.00003246,1.31686278
probe,3,flag,10,UNKNOWN,0.00041305,0.00000000,1.31686278
probe,4,src_bytes,0,[-inf;129),1.00000000,0.25267733,1.49464533
probe,4,src_bytes,1,[129;233),0.00000000,0.25069135,1.49464533
probe,4,src_bytes,2,[233;324),0.00000000,0.24905160,1.49464533
probe,4,src_bytes,3,[324;+inf),0.00000000,0.24757972,1.49464533
probe,5,dst_bytes,0,[-inf;105),0.96654275,0.26871615,1.39565320
probe,5,dst_bytes,1,[105;379),0.02106568,0.23333300,1.39565320
probe,5,dst_bytes,2,[379;2.06e+03),0.01239157,0.24460505,1.39565320
probe,5,dst_bytes,3,[2.06e+03;+inf),0.00000000,0.25334580,1.39565320
probe,6,land,0,0 (normal),1.00000000,0.99992877,0.00014246
probe,6,land,1,different,0.00000000,0.00007123,0.00014246
probe,7,wrong_fragment,0,0 (normal),1.00000000,1.00000000,0.00000000
probe,7,wrong_fragment,1,different,0.00000000,0.00000000,0.00000000
probe,8,urgent,0,0 (normal),1.00000000,0.99984869,0.00030262
probe,8,urgent,1,different,0.00000000,0.00015131,0.00030262
probe,9,hot,0,0 (normal),1.00000000,0.98312136,0.03375729
probe,9,hot,1,different,0.00000000,0.01687864,0.03375729
probe,10,num_failed_logins,0,0 (normal),1.00000000,0.99881718,0.00236564
probe,10,num_failed_logins,1,different,0.00000000,0.00118282,0.00236564
probe,11,logged_in,0,0,0.94423792,0.28872042,1.31103499
probe,11,logged_in,1,1,0.05576208,0.71127958,1.31103499
probe,11,logged_in,2,OTHER,0.00000000,0.00000000,1.31103499
probe,12,num_compromised,0,0 (normal),1.00000000,0.99341555,0.01316891
probe,12,num_compromised,1,different,0.00000000,0.00658445,0.01316891
probe,13,root_shell,0,0 (normal),1.00000000,0.99764278,0.00471443
probe,13,root_shell,1,different,0.00000000,0.00235722,0.00471443
probe,14,su_attempted,0,0 (normal),1.00000000,0.99848921,0.00302158
probe,14,su_attempted,1,different,0.00000000,0.00151079,0.00302158
probe,15,num_root,0,0 (normal),1.00000000,0.99078568,0.01842864
probe,15,num_root,1,different,0.00000000,0.00921432,0.01842864
probe,16,num_file_creations,0,0 (normal),1.00000000,0.99618878,0.00762244
probe,16,num_file_creations,1,different,0.00000000,0.00381122,0.00762244
probe,17,num_shells,0,0 (normal),1.00000000,0.99958666,0.00082668
probe,17,num_shells,1,different,0.00000000,0.00041334,0.00082668
probe,18,num_access_files,0,0 (normal),1.00000000,0.99435119,0.01129763
probe,18,num_access_files,1,different,0.00000000,0.00564881,0.01129763
probe,19,is_host_login,0,0 (normal),1.00000000,0.99999422,0.00001157
probe,19,is_host_login,1,different,0.00000000,0.00000578,0.00001157
probe,20,is_guest_login,0,0 (normal),1.00000000,0.98839918,0.02320165
probe,20,is_guest_login,1,different,0.00000000,0.01160082,0.02320165
probe,21,count,0,[-inf;1),0.33746386,0.31254287,0.44420860
probe,21,count,1,[1;4),0.24948368,0.20974292,0.44420860
probe,21,count,2,[4;14),0.02519620,0.24730050,0.44420860
probe,21,count,3,[14;+inf),0.38785626,0.23041371,0.44420860
probe,22,srv_count,0,[-inf;2),0.63527468,0.37283893,0.52487151
probe,22,srv_count,1,[2;5),0.13093763,0.13670224,0.52487151
probe,22,srv_count,2,[5;18),0.15819909,0.25396186,0.52487151
probe,22,srv_count,3,[18;+inf),0.07558860,0.23649698,0.52487151
probe,23,serror_rate,0,0 (normal),0.65303594,0.96456147,0.62305106
probe,23,serror_rate,1,different,0.34696406,0.03543853,0.62305106
probe,24,srv_serror_rate,0,0 (normal),0.79760430,0.96283880,0.33046901
probe,24,srv_serror_rate,1,different,0.20239570,0.03716120,0.33046901
probe,25,rerror_rate,0,0 (normal),0.34365964,0.95346046,1.21960163
probe,25,rerror_rate,1,different,0.65634036,0.04653954,1.21960163
probe,26,srv_rerror_rate,0,[-inf;0),0.36348616,0.94736997,1.16776762
probe,26,srv_rerror_rate,1,[0;+inf),0.63651384,0.05263003,1.16776762
probe,27,same_srv_rate,0,[-inf;1),1.00000000,1.00000000,0.00000000
probe,27,same_srv_rate,1,[1;+inf),0.00000000,0.00000000,0.00000000
probe,28,diff_srv_rate,0,[-inf;0),0.34200743,0.93273452,1.18145417
probe,28,diff_srv_rate,1,[0;+inf),0.65799257,0.06726548,1.18145417
probe,29,srv_diff_host_rate,0,[-inf;0.11),0.58612144,0.75084988,0.32945689
probe,29,srv_diff_host_rate,1,[0.11;+inf),0.41387856,0.24915012,0.32945689
probe,30,dst_host_count,0,[-inf;40),0.16522098,0.25004872,0.32691041
probe,30,dst_host_count,1,[40;156),0.16852540,0.24715288,0.32691041
probe,30,dst_host_count,2,[156;+inf),0.66625361,0.50279841,0.32691041
probe,31,dst_host_srv_count,0,[-inf;121),0.96406444,0.25374521,1.42063846
probe,31,dst_host_srv_count,1,[121;+inf),0.03593556,0.74625479,1.42063846
probe,32,dst_host_same_srv_rate,0,[-inf;0.75),0.90086741,0.25520847,1.29131788
probe,32,dst_host_same_srv_rate,1,[0.75;+inf),0.09913259,0.74479153,1.29131788
probe,33,dst_host_diff_srv_rate,0,[-inf;0.02),0.21024370,0.78171840,1.14294940
probe,33,dst_host_diff_srv_rate,1,[0.02;+inf),0.78975630,0.21828160,1.14294940
probe,34,dst_host_same_src_port_rate,0,[-inf;0.01),0.58364312,0.55503900,0.24505105
probe,34,dst_host_same_src_port_rate,1,[0.01;0.08),0.08550186,0.20802739,0.24505105
probe,34,dst_host_same_src_port_rate,2,[0.08;+inf),0.33085502,0.23693361,0.24505105
probe,35,dst_host_srv_diff_host_rate,0,[-inf;0.03),0.82775713,0.79565220,0.06420985
probe,35,dst_host_srv_diff_host_rate,1,[0.03;+inf),0.17224287,0.20434780,0.06420985
probe,36,dst_host_serror_rate,0,[-inf;0),0.58612144,0.91052463,0.64880638
probe,36,dst_host_serror_rate,1,[0;+inf),0.41387856,0.08947537,0.64880638
probe,37,dst_host_srv_serror_rate,0,[-inf;0),0.82073523,0.91876830,0.19606613
probe,37,dst_host_srv_serror_rate,1,[0;+inf),0.17926477,0.08123170,0.19606613
probe,38,dst_host_rerror_rate,0,[-inf;0),0.28459314,0.89480485,1.22042341
probe,38,dst_host_rerror_rate,1,[0;+inf),0.71540686,0.10519515,1.22042341
probe,39,dst_host_srv_rerror_rate,0,[-inf;0),0.35811648,0.91252278,1.10881260
probe,39,dst_host_srv_rerror_rate,1,[0;+inf),0.64188352,0.08747722,1.10881260
r2l,0,duration,0,[-inf;0),0.44843863,0.87968817,0.86249908
r2l,0,duration,1,[0;+inf),0.55156137,0.12031183,0.86249908
r2l,1,protocol_type,0,icmp,0.00145243,0.02006055,0.03721624
